Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
3,8,2840.475321994268,4.059307947614472,0.5314967171790341,1.9224248680041383,2.3695241150334674,1.39894271461683,1,0.42951179823501284,1
7,2,2715.1815296060977,4.294708867688664,0.28808069122582974,4.327388157560982,2.6951822727875974,1.4103368720064857,1,0.2527388157560982,1
1,2,2602.3288594458973,4.195150698594725,0.25037826508734584,6.197315667538413,2.803520718122273,1.356735232913717,1,0.18896307606897672,1
1,2,2592.076636266413,4.067365592824313,0.23507212217948356,3.76613090131305,3.0043143372933767,1.3138815714320704,1,0.4981768025666935,1
1,2,2592.3274039275593,4.091630248376823,0.23507212217948356,4.007115286928765,3.008113793578312,1.3108519988974812,1,0.4914874978834566,1
3,2,2656.7261654767985,4.1315541034150405,0.23507212217948356,3.0,3.0219731853364986,1.32125219456372,1,0.22021503569604023,1
1,3,2924.093105263335,4.145314169433943,0.3853544128521549,4.48463282129446,2.9336850257133156,1.552870507664608,1,0.7512661263079199,1
9,8,2913.9305340099872,4.091350357528243,0.3081357548152765,1.202747613982305,2.9687516997088808,1.3120378920211069,1,0.37791757158053085,1
5,2,2684.8902447374594,4.226864467149281,0.5062802124686959,6.980489474919041,2.138613930749628,1.5285863436678506,1,0.42995118945145727,1
9,8,2913.538179102202,4.13502868230767,0.3029501347714892,0.5490945303977399,2.934327666075391,1.3339829582550955,1,0.39439647770752884,1
1,8,2799.330361837818,4.272695323225831,0.34898942582354553,2.7506030630299234,2.6416980711660334,1.3691240157071876,1,0.1992081799646135,1
1,2,2592.55711896296,4.073481622284686,0.23507212217948356,3.8228475851840793,3.0280307257008157,1.3034519430048912,1,0.48551490696303484,1
9,8,2914.9342233800335,4.146357757997045,0.29666709720608514,-0.5394659719799364,2.9183865108708873,1.2950011026734998,1,0.336196841418629,1
9,8,2903.007316343879,4.024980856101927,0.4004203175676298,1.1926836561208674,2.634222282434585,1.3605964619536925,1,0.8327073462448347,1
3,8,2840.528934547306,4.037918048993268,0.5290444256141729,1.9413196358081444,2.3266927621897366,1.4092777218913697,1,0.42731368356044636,1
7,2,2713.864214277643,4.319990650659196,0.33116102213933596,4.2,2.603496199123907,1.3970285848537058,1,0.3054314288942733,1
9,8,2909.257610816425,4.397615559378008,0.3274700706185436,7.409132979709792,2.7328625811369913,1.3212610089254309,1,0.5726955673430069,1
3,8,2839.268686483823,4.074158688064749,0.5819369432100024,1.7099661247055373,2.1610943997640244,1.4350845252893227,1,0.4787400829912028,1
9,8,2910.112530416343,4.306705982021898,0.3237626798759773,7.915855638651531,2.738132392090506,1.3152215760460368,1,0.5370154094578228,1
9,8,2904.801154146839,4.119355040071508,0.32396623358685117,1.0108079027873669,2.7120768756390174,1.3451226744913738,1,0.758351525832758,1
7,2,2716.7987249782013,4.406313590707773,0.28750693309874453,4.3,2.7426793825816107,1.4019346704825133,1,0.1880510008719396,1
7,2,2717.063953785012,4.4401837012033045,0.29832559558432015,4.356395378501183,2.733691084859152,1.3944625906643902,1,0.1774418485995269,1
9,2,2730.322527083885,4.148427584403399,0.23507212217948356,3.3095595845462626,2.9419591912447665,1.3768450613751506,1,0.6850340791479214,1
1,1,2925.0,4.247044565224937,0.4136999735753172,4.313270784571794,2.8137932555739638,1.4418989887774716,1,0.4444055138290629,1
9,8,2910.8677237888746,4.280379540501825,0.3180536552902233,7.266138105562665,2.801052841037458,1.308332819650179,1,0.5055556008672639,1
9,2,2746.450286150618,4.382555017297823,0.2701654228265402,5.080114460247277,2.759947733752765,1.3484314194852123,1,0.10878969857774506,1
1,8,2797.2719453559757,4.275683480196489,0.3232747919859545,1.4396559566293803,2.829066517220735,1.323190465429338,1,0.2652977486087723,1
3,8,2841.658408071777,4.027145399790942,0.4802891415429909,1.8584080717772593,2.40520339018679,1.418621467070646,1,0.38134686098535514,1
9,2,2726.911291937956,3.9991979071665247,0.23507212217948356,0.688708062044163,2.8524816337070655,1.3223856338001427,1,0.8070160741095016,1
1,8,2799.7055074820173,4.261895040407857,0.35110144763156215,3.3758458033622976,2.6475392455013207,1.3496260605755641,1,0.18695342225409897,1
1,2,2594.3150544284026,4.108639851858783,0.49408629976169266,2.3,3.044768248556989,1.2950011026734998,1,0.4128085848615361,1
1,8,2800.498090753511,4.309808279225161,0.35417763659368273,5.795035959128615,2.7240214484899634,1.315077454493859,1,0.1610610958876478,1
7,8,2894.0709908992835,4.222352999419594,0.2592475814908818,3.806717539991571,3.0168796536066966,1.313569917376452,1,0.2919846249473188,1
9,2,2746.5947519119723,4.4100456083086685,0.2772998825205145,5.375801529577849,2.7844215890194746,1.3511045114159324,1,0.1035889311689968,1
1,2,2593.74873244699,4.100115874800474,0.49408629976169266,2.2502535106020107,3.0480951295431225,1.2950011026734998,1,0.4275329563782614,1
1,8,2786.9196961275516,4.031201701607778,0.2884809635027591,1.0440405163264592,2.777364825595233,1.2987312826659836,1,0.5995697239183502,1
5,6,2940.5532893650643,4.234341052932145,0.4563007610621801,2.9829053917638246,2.339034112060419,1.5111602804190967,1,0.268097378414081,1
5,2,2694.480129770623,4.3770981240373175,0.5263790657693342,3.1560074154641797,2.8038015832254857,1.4395264423243659,1,0.2130735146834673,1
9,2,2742.4726323947307,4.205419734797618,0.23507212217948356,5.779105140790385,2.902237350961829,1.3663742380938921,1,0.2509852337896924,1
9,2,2746.233501606629,4.375854123392261,0.26252041057019504,5.046700321325823,2.773245444855288,1.3498824716003508,1,0.11659394216135176,1
1,1,2922.9017231323114,4.259135601303753,0.512556556608599,1.4692666489027724,2.6854524289793735,1.3217793231222068,1,0.4598276867688593,1
1,2,2591.1253653302806,4.151545865176317,0.23507212217948356,4.9749269339438404,2.8826072245355854,1.3532993480648319,1,0.5227405014126992,1
7,2,2706.766196126715,4.228336531023828,0.43624277776384135,2.2035921303068076,2.6085125911482967,1.4322896949720234,1,0.5893521549314042,1
3,2,2650.7585892247926,4.01272505379235,0.23507212217948356,4.998854770027655,2.7927821624616485,1.3613614526478632,1,0.4012423232562222,1
1,2,2593.7866471890898,4.1024942407746225,0.49408629976169266,2.24267056218206,3.046835773458215,1.2950011026734998,1,0.4265471730836678,1
1,2,2595.404732592054,4.065094720319127,0.49408629976169266,2.880946518410852,3.0519364407585785,1.2950011026734998,1,0.3843150595697675,1
9,2,2738.6065722523235,3.993284309580893,0.23507212217948356,2.783067051084317,2.782785306366616,1.3681229547376457,1,0.38916339891635265,1
9,2,2726.614544311468,3.9827665181797913,0.23507212217948356,0.9854556885321353,2.8778124450172897,1.3138048300685123,1,0.8171054934100925,1
9,8,2906.7110180297755,4.13754255806856,0.29369183240269975,0.7357603344942439,2.819714924125319,1.3195877815638584,1,0.6791372427494355,1
1,1,2923.615321558597,4.257728893694986,0.5094056339684951,3.1693560922163133,2.6872824311506833,1.2950011026734998,1,0.3884678441403124,1
1,2,2595.4586271773132,4.102468090254195,0.49408629976169266,2.875176306387932,3.055768646275538,1.2950011026734998,1,0.38307569338985625,1
9,8,2905.9078145396606,4.183965960038436,0.29552979703112686,1.4184370920678961,2.781135701285363,1.308332819650179,1,0.7118717893342582,1
3,8,2842.6355054408664,4.081070803989928,0.4338698874466793,2.4638652157689567,2.4266521040369624,1.4413171316009754,1,0.3414894454047659,1
1,2,2594.6564788883034,4.061382403640044,0.49408629976169266,2.6854929627677393,3.0508953429529297,1.2950011026734998,1,0.40393154890411637,1
1,2,2600.636499410708,4.513180909103419,0.2355272684546506,6.020474911606227,2.8681499302983875,1.3290014477880472,1,0.24549551944662995,1
1,1,2923.162921009297,4.2235300989382125,0.5052396625828433,1.0715161765753474,2.5521189931484822,1.3273820872369242,1,0.43370789907030294,1
1,1,2923.092983490893,4.278129009505213,0.5137859878451323,3.315401815946287,2.7697733656494177,1.2950011026734998,1,0.44070165091068914,1
3,8,2843.084486322708,4.086745328705404,0.41510933481471546,2.4662054709167656,2.5005247154207604,1.4624559715068413,1,0.32353606076896846,1
1,2,2601.860766430561,4.194498996507201,0.2535994094914761,7.07215328611219,2.8415175290546677,1.3570668914678592,1,0.20089853994429333,1
9,2,2739.805202333504,4.028245284906356,0.23507212217948356,4.298728400614324,2.648928132751714,1.3910880258750042,1,0.34601271599385675,1
5,2,2673.050693202942,4.084009777141312,0.5025752404723981,4.955762523236459,2.364723568290532,1.4098698594500327,1,0.8681243514911373,1
3,2,2658.00837656737,4.364524636402831,0.23507212217948356,3.965361003116713,3.0731341273810195,1.3045542079706205,1,0.18174870297890408,1
1,8,2789.47704346827,4.027031154931961,0.25651012439666415,0.8413217571143303,2.8597945422465076,1.33500106673234,1,0.5167346090153659,1
9,8,2911.364998722579,4.212739633589585,0.3126298671197952,6.2970028103266555,2.840201043260319,1.3314008193096638,1,0.4846700536516907,1
9,2,2738.790612645169,4.046966452455696,0.23507212217948356,4.1292411045216575,2.7534349287589293,1.3684910135003832,1,0.38253794477391717,1
9,2,2738.134955611196,3.9888630850068822,0.23507212217948356,2.419026633282342,2.8509096033812593,1.3572356254015123,1,0.4061415979969405,1
1,1,2920.8496069472703,4.30957478729661,0.4795031041633435,6.955299224031231,2.8664178652198116,1.413661571478806,1,0.7368238317632735,1
1,2,2600.8240277557834,4.481445245210895,0.2361525665955458,6.048604163367475,2.8607109863107594,1.3320125388582555,1,0.2393070840591554,1
3,2,2648.8415296603102,3.930227666866829,0.30082903441426023,4.098906354589083,2.410454198830213,1.4628155007881198,1,0.45975411019069873,1
5,2,2694.192815698629,4.423260975664204,0.5487051020745268,5.5620972684920265,2.5879427837893836,1.450573881963181,1,0.08536581915072276,1
3,2,2651.067145530915,4.0661294259622185,0.23507212217948356,4.486570893817044,2.8472850749469285,1.329456904056591,1,0.39194087038528,1
3,2,2648.5773360704416,3.938311452283172,0.320887411326954,3.6392049267949127,2.335437273781216,1.471499102445928,1,0.46767991788675145,1
9,8,2910.376667449095,4.3849821909055695,0.3219721524976114,7.511666275452495,2.757775570179325,1.308332819650179,1,0.5261799671380096,1
1,8,2787.2886440369493,4.047084273108192,0.282178569515644,0.994847461740074,2.7769056494700948,1.3020104220708035,1,0.5877633908176177,1
3,2,2646.844383732044,3.959715769679318,0.4427882755061211,1.7556162679557668,2.2388588854695266,1.4574742153705087,1,0.519668488038673,1
9,2,2740.3515401611344,4.06416705115761,0.23507212217948356,5.351540161134219,2.707766071071377,1.3830537089614976,1,0.32669609436030234,1
3,8,2842.7936032246967,4.0842434985614,0.42665800344661464,2.5,2.4594529938447485,1.4489017851260197,1,0.33525587101213505,1
1,1,2922.5,4.211768361332339,0.5309250063681719,1.3889573810068492,2.7211702970387277,1.3968730503321602,1,0.5950139730001571,1
9,2,2729.102570912598,4.042065778195529,0.23507212217948356,1.7025709125977682,2.860483145480618,1.3745763940132645,1,0.7283074471464803,1
3,8,2839.459681512761,4.014795366698132,0.5757578675019923,0.9112993280744887,2.1510643259750952,1.447798488053977,1,0.47115305797679363,1
1,2,2591.4240665896305,4.136519015646055,0.23507212217948356,4.862033294815189,2.906460822223942,1.3458951704021975,1,0.5149742686696102,1
1,2,2601.422234655921,4.287107544684702,0.2545736372611312,6.922234655921043,2.8992552884308345,1.356425850831932,1,0.21403284841907932,1
1,3,2918.5058484765646,4.31461876343113,0.5703649660625724,5.223815009155523,2.513620949930389,1.552870507664608,1,0.9997403276405387,1
3,8,2841.4838496941034,4.046980947928875,0.4887111582824132,1.7032300611792912,2.4140241436384753,1.4101893872168276,1,0.38864601223585826,1
5,2,2684.984238544325,4.246178920912272,0.502174785579063,7.194746181441615,2.1513822436255,1.5315603057287228,1,0.42658317385998074,1
9,2,2727.257734365034,4.005712624873071,0.23507212217948356,0.7546406190206173,2.8487335560595466,1.3303688355056562,1,0.794721562858763,1
1,2,2592.0281051647858,4.102045311070231,0.23507212217948356,4.177515868171293,2.977558461385097,1.3207596241893098,1,0.499269265715567,1
9,8,2902.8074302518166,4.026247761226268,0.4087466009485778,1.7199383200947445,2.6103932115473594,1.3658519970436869,1,0.841087929423696,1
1,2,2586.075802428472,4.126497440602461,0.30966747205640105,9.039358057222588,2.589325779060423,1.4450554712291992,1,0.6689912356454982,1
3,2,2654.5800271175835,4.072282481008417,0.4396968343887504,2.962995932362443,3.0286139608993623,1.3003922356378292,1,0.28559918647248866,1
3,8,2845.08303918644,4.1796293329654,0.38406208584225315,3.956638605326156,2.684658600766217,1.4393808769279848,1,0.2417501132397266,1
7,2,2707.196748331466,4.217635790634693,0.43179913343310794,2.5308293993277875,2.582820439736124,1.4288896419634467,1,0.5721300667413569,1
3,2,2657.0867052118624,4.163217783380556,0.23507212217948356,2.7346820847448736,3.0109239545913113,1.3252957580426923,1,0.2093988436441345,1
3,8,2843.458170793004,4.080583646972063,0.4023817285884078,1.5418292069960695,2.5496424338576267,1.5011914796735932,1,0.30771499748683884,1
9,2,2745.1375886209185,4.327899913134817,0.23507212217948356,4.972482275816295,2.8262041749281734,1.3573769652879912,1,0.1558052020608789,1
1,8,2800.055797541337,4.503405598215343,0.33907757763970114,8.883369631200557,3.07531063301437,1.2950011026734998,1,0.17557552929188025,1
5,2,2684.759035845539,4.209431672161396,0.5118671132550102,6.66987886018547,2.1373288982195855,1.5265329856209995,1,0.43491567371506257,1
5,2,2672.810258323183,4.176993525910035,0.5252879833353441,5.168923995127766,2.467195705223643,1.3679533669994344,1,0.8773824937068713,1
3,8,2839.6372315797894,4.022056374034577,0.5670561228447126,1.3019094755368712,2.172739900295783,1.4436206466615864,1,0.463873505228631,1
1,2,2588.46115360036,4.174761037916699,0.2358207652016121,6.756327279478034,2.8131743287133544,1.3692776404736986,1,0.6060294295904606,1
1,1,2925.5944970915057,4.213509610713372,0.49305016131415896,2.7731841285839205,2.473901140487997,1.3157835232032373,1,0.3425590135729739,1
9,2,2736.3233324595585,4.163469002077804,0.23580902246139823,3.9533350808828365,2.7806219301298793,1.3418193676999866,1,0.47036003145589106,1
9,8,2905.693175211457,4.166242633833869,0.30072075678374155,1.3386350422913849,2.7690891730459244,1.3244852220449614,1,0.7208866411188092,1
9,8,2915.3968083866826,4.149224354245877,0.2818134985559221,-0.158723354673032,2.8536663447739294,1.2970649330854351,1,0.3172824519526729,1
3,2,2650.334958732275,3.99986723309208,0.23507212217948356,5.033008253544996,2.7434924792367026,1.3812007197185079,1,0.4139512380317494,1
3,8,2844.022082718855,4.086514877139304,0.38258270529916316,2.10883308754202,2.582595151568258,1.5020695311258339,1,0.2850725258080879,1
1,3,2921.58826375697,4.111303436930985,0.5323942903869101,3.2078298959044167,2.570797805261967,1.552870507664608,1,0.862528130936353,1
7,2,2700.500323250217,4.2521165486256605,0.47054876819004887,3.5011637007814973,2.677395307479044,1.455123562534504,1,0.8399870699913167,1
1,2,2595.2220967092812,4.075590321872871,0.49408629976169266,2.8444193418562818,3.0524196422015044,1.2950011026734998,1,0.38922548555868336,1
3,8,2838.973210118081,4.063515189868084,0.5959042586448338,1.2053579763837334,2.1063330050383122,1.4462193947473132,1,0.49059838515866533,1
9,8,2912.4692822847583,4.104662025612592,0.30306317449008324,2.5927209161337963,2.901931495270763,1.3166761102643239,1,0.4386029988966536,1
1,2,2590.18078386818,4.031211461372333,0.23507212217948356,3.756679352422404,2.902410841049335,1.3579169015105472,1,0.5481790968485415,1
1,3,2920.462047342917,4.190615496916663,0.5324553043971454,5.342621539283952,2.590036776520829,1.552870507664608,1,0.9129388932402129,1
7,2,2701.096299513893,4.2118727231028865,0.48065174075380784,4.9148019444287385,2.3561006802611844,1.4573006697384843,1,0.8161480194442874,1
7,2,2712.172923031871,4.307261271309414,0.3880720410675648,5.880964159630159,2.6663655031714146,1.3996167729803253,1,0.37308307872516294,1
3,2,2650.9217626597306,4.053527335569449,0.23507212217948356,4.957823734026949,2.825765333777056,1.345081864699813,1,0.3963471202080846,1
5,2,2674.3976709189797,4.21743364622011,0.5043708900688569,7.033944389346827,2.55385761349117,1.4033276773507029,1,0.8186838469167362,1
9,8,2903.12746772594,4.030625312979364,0.3943900233247434,1.0725322740601102,2.637137157268461,1.3543544807715884,1,0.8279012909624044,1
3,8,2838.1646478439393,4.149484367523012,0.6216511968199477,2.4615821697474676,2.1280270312325786,1.454645875699064,1,0.5242494383984836,1
1,8,2799.544856314964,4.278581964642062,0.35211242343581817,3.453169524416841,2.611198185539482,1.358346885757534,1,0.19201974160619315,1
9,8,2910.7836518641066,4.327470587861404,0.3177560201566392,6.811861220679013,2.7930331977770524,1.322265234009109,1,0.5090866217075164,1
1,1,2924.6445466506257,4.2584194388564365,0.5037630922150631,3.093344284639196,2.5608465073102122,1.3375253582923767,1,0.2855453349374178,1
9,2,2745.024748974335,4.340020708763348,0.23997361139361886,4.834983264955677,2.8325495950858595,1.354532820883313,1,0.1601090369239343,1
1,2,2595.1823486247285,4.071817927546494,0.49408629976169266,2.8364697249457302,3.051856502875377,1.2950011026734998,1,0.39025893575705506,1
3,8,2839.9016929850086,4.0715605270164925,0.5572601697914972,1.5803385970017572,2.282873191745291,1.4077289929478347,1,0.45281092621164154,1
3,8,2846.5378762323116,4.223901882117787,0.3706588035114488,5.309841073704298,2.824149040283188,1.3142435607373413,1,0.181966012591371,1
3,2,2655.172502465215,4.0447793950604085,0.4642992436559679,2.9115001643476717,3.035966698088094,1.3038101796578125,1,0.26770992440007096,1
3,2,2657.530265132635,4.271238009629044,0.23507212217948356,2.91210605305396,2.9998895566889336,1.327060821735825,1,0.19609204602095298,1
9,2,2736.9410321617484,4.0919376998720125,0.23507212217948356,3.4235871353007354,2.8215673660247225,1.3419788330412916,1,0.44856387433881434,1
1,1,2924.404485449682,4.2408357978341185,0.5012934544489507,2.9632311137275633,2.533337860541469,1.3216872124216252,1,0.3095514550318149,1
1,2,2601.213786120283,4.334857318489032,0.2522347984701012,7.228971103773387,2.923025205470255,1.3518195228895868,1,0.21844156087263505,1
1,2,2585.4900575514976,4.290323035503588,0.3553212218818893,9.284374677340988,2.6700375084050307,1.4333700528506204,1,0.6842585036610583,1
1,8,2788.0384014903807,4.006529018758887,0.2694969358655511,0.8152825336473389,2.7803397766146096,1.3226910436250574,1,0.5632327508174341,1
9,8,2903.9849655252415,4.083223061866598,0.3583674203470095,2.113531027282538,2.650218833200157,1.3695427024453897,1,0.7922931031149323,1
3,2,2650.7621442330933,4.044704594257033,0.23507212217948356,4.973785576690653,2.8056403490927972,1.3535155526923281,1,0.4011356730071957,1
5,2,2673.7600840549394,4.148358664572766,0.5035910189712449,5.760084054939366,2.47941963656121,1.394588861670427,1,0.8421168059123041,1
1,8,2790.0731829433453,4.041287863505808,0.2570779994170635,0.05486217365132373,2.901991487301035,1.3197152823759315,1,0.49765814581295564,1
1,2,2593.1233346221375,4.049183345606732,0.2670175378998537,3.777997680152409,3.0480984161545472,1.2950011026734998,1,0.4674632650267098,1
5,2,2672.791246957986,4.071016925645856,0.5050353425751827,2.2697116706242797,2.4496852031351146,1.3985476898498326,1,0.8779326155965299,1
7,2,2707.345142873561,4.218751246552718,0.42984963788507785,2.5842514344819714,2.5754051096703567,1.4277088483710842,1,0.5661942850575588,1
5,2,2694.471023940025,4.427779397162853,0.5545805036663921,5.953122776620226,2.5371477139914265,1.4559768250730063,1,0.07507211421906274,1
3,2,2646.500356285364,3.9800872620516095,0.463397974107703,2.100095009430354,2.2027848775495196,1.4567563404452295,1,0.5299893114390852,1
7,2,2706.1854729095767,4.188286391617475,0.4442327459142532,1.8588852175502608,2.625340544779765,1.4356185283555896,1,0.6125810836169311,1
1,1,2922.80801805504,4.245409744719619,0.5111874092868763,0.8446787197093695,2.6389967085548207,1.3328741464689935,1,0.4691981944959863,1
3,2,2649.567410090575,3.9710527047624224,0.2502688467987936,5.093258990942525,2.5825263498967246,1.436716270534897,1,0.4369776972827576,1
1,2,2591.9649851471263,4.119495368729977,0.23507212217948356,4.435014852873736,2.9709146092064467,1.3243716576959337,1,0.5009103861747172,1
9,8,2913.0142281504427,4.1431392421895845,0.2957764359839024,0.2895660230086521,2.9088654742319906,1.2950011026734998,1,0.4164024176814046,1
9,2,2746.9473161640226,4.442598758039635,0.29402658313081276,5.657852931218217,2.7822452595653737,1.349370660169731,1,0.09089661809518022,1
1,2,2591.0885434106135,4.151536610930082,0.23507212217948356,4.94687395363183,2.882592961948934,1.3531469321672802,1,0.523697871324046,1
3,8,2842.037596773206,3.9876590019433955,0.4620165282354068,2.2112790319618782,2.39092199682688,1.4359691960638843,1,0.36549612907174955,1
5,2,2684.5202186731435,4.172402444105563,0.5219764213621657,6.144481080915689,2.123024193415458,1.5214193790913244,1,0.44375190909369067,1
1,1,2920.9518930180684,4.310574280138027,0.4833663026870198,6.658833276430784,2.8731723408065153,1.4031109921925993,1,0.7202125738657049,1
3,2,2653.9075304566036,4.117692322528641,0.3054428995507231,3.1913252115723982,3.0124823060409507,1.2980510387996003,1,0.30577408630189484,1
3,8,2842.0974310759634,4.063010534321506,0.46012042323567465,2.0186299071805083,2.4453534673043915,1.4299566247460558,1,0.36370446957748626,1
3,2,2648.5458496675556,3.9392870295137565,0.32328725353130877,3.5825294016002873,2.328123634164861,1.472268578003938,1,0.46862450997332855,1
1,2,2599.8227033766007,4.296630445882974,0.33161201825082776,6.0208810983034695,2.9817338840082415,1.329186245117408,1,0.2593188987019843,1
1,8,2798.828817170721,4.345981689685245,0.33854397380275014,4.8909923233461905,2.813163300254361,1.3019671806512545,1,0.2149553313452989,1
7,2,2707.035456385631,4.15947018134551,0.4314716769764239,2.121273831378426,2.5294130714843206,1.423466116030948,1,0.5785817445747716,1
1,8,2793.0050195430645,4.153615817041226,0.3286295280959952,1.6979921827742124,3.050911379948524,1.2950011026734998,1,0.40283937462193703,1
1,3,2919.668276916344,4.232531445196781,0.5605365847648485,4.789531744053832,2.538832002179563,1.552870507664608,1,0.9481285049143205,1
1,8,2790.202997123545,4.0445333870555364,0.2572787947861004,-0.1138962606086531,2.911197452025688,1.3162533657435902,1,0.4935040920465562,1
9,2,2735.073589089154,4.481836704149561,0.2578484819262139,6.811693093015141,2.7924164507436218,1.3458859402995946,1,0.5153507927904543,1
1,2,2596.4266700271487,4.108563363941643,0.49408629976169266,3.1568893369531517,3.065724645374026,1.2950011026734998,1,0.35690657929413544,1
1,8,2788.2054457327645,4.05897337847747,0.2690850852936498,1.1876240258703736,2.7817387176401898,1.3192905747768604,1,0.5580148450860052,1
9,8,2903.777265645697,4.064202599559742,0.3640250720014729,0.7277265645696773,2.661010493000519,1.3422031767422278,1,0.8013548428807354,1
7,5,2947.968220824857,4.189054630128667,0.4625553607590872,3.338135010171614,2.459527372437536,1.4586150226995167,1,0.4319872424634431,3
1,0,2889.932946965147,4.554515112204695,0.4451536193198388,10.224972480965786,2.7228889001541696,1.552870507664608,1,0.8751087224557881,3
13,0,3041.3374083389867,4.531821758610969,0.37804777481393675,9.695109993216048,2.9937922911109913,1.552870507664608,1,0.8551784831185082,3
3,8,2834.635196910831,4.006850569402453,0.6007275392440132,7.529606178338064,2.2333405368997026,1.6486586255873816,1,0.6675921235667613,3
13,5,3005.7751149427104,4.35363519139993,0.4102906335049973,12.017465517186873,2.9913716266650714,1.5318016547861724,1,0.8645193678071891,3
13,0,3038.112787257424,4.6155164780422355,0.29909755667613963,10.496982936637387,3.1048108685802283,1.552870507664608,1,0.9767140842179004,3
13,8,2961.680537312905,4.233574158554213,0.4786532366223529,5.666684179611321,2.8660159568699335,1.4475035706259385,1,0.4499173015109104,3
13,2,2795.2608115081234,4.4244011215955314,0.48285105101164294,1.6587827378149052,2.896964060988904,1.4488192348208966,1,0.41077362598598965,3
3,3,2984.573510425554,4.369754353913874,0.4567780357842322,11.99796919168664,2.971028449083049,1.552870507664608,1,0.8741191659556793,3
3,6,2912.3803925243083,4.530937513454541,0.4371972794881022,5.363391774719213,3.1048108685802283,1.311338161434472,1,0.5951764485414931,3
1,2,2925.7193614012153,4.2399051199506985,0.38223172819768464,6.02105494344317,2.9166857053579456,1.4808851921124928,1,0.4305922693684333,3
11,5,2977.3854835899774,4.4897744848852135,0.29254128807445146,12.125160615945473,3.0504535753249487,1.4477066363262454,1,0.5556355271434988,3
13,5,3007.265511009089,4.271289492097185,0.42074819183184387,11.539452513819464,2.8959890061953653,1.547562508716013,1,0.7922430627564556,3
13,6,3017.261366414691,4.6155164780422355,0.354569917561475,7.144428867598161,2.8819770921445236,1.466182839177196,1,0.8018862136066861,3
3,4,2686.713770509179,4.338946530733539,0.3701176916796397,8.31449179632829,2.7545634839791426,1.4350845252893227,1,0.16831147454103626,3
9,5,2958.025419126744,4.114811796834854,0.42873932334573195,4.105083825348819,2.739556622261442,1.4080387141538544,1,0.9884088782046926,3
1,4,2612.8921085730067,4.330108054566954,0.5353230953663781,11.418680569692636,2.533521539416238,1.5016527682897807,1,0.9099919827987523,3
13,4,2785.0157145928433,4.327851409320913,0.44322086604377314,9.181142488587959,3.0565702859512167,1.3870704298260839,1,0.8764657038433256,3
13,3,3092.8635895887364,4.218361766104064,0.44070882051613575,9.996901725934798,2.7685858759865525,1.552870507664608,1,0.9807297517969803,3
13,8,2967.056932056771,4.327598163214101,0.4853617976850495,-1.4,3.1048108685802283,1.2991920076431356,1,0.2610073780130143,3
7,5,2945.2457146544175,4.428765088119986,0.4722237729886633,0.47600206473883233,3.022104321030391,1.4343927929062252,1,0.690902822484741,3
7,4,2725.046216763037,4.6127021578235485,0.2923236125971068,-0.2277300578221721,2.5668705876394307,1.2950011026734998,1,0.8263194277438567,3
13,4,2806.127477197979,4.389098529582852,0.4322594996075764,1.6747876687446626,3.022924719660509,1.345797005049752,1,0.10066294418531163,3
13,2,3094.742893923304,4.18366294784222,0.5237305923757614,3.6126086039153202,2.648597202696018,1.462920276564071,1,0.7272966856959002,3
5,0,2972.755551138543,4.6155164780422355,0.3585924325763835,7.942248282596013,3.0799125909241662,1.552870507664608,1,0.4562670509467548,3
3,5,2889.8007935792207,4.386674085637278,0.47612772865141856,1.5270293598514102,2.530279931355385,1.447052186972423,1,0.9162916145988933,3
13,9,2950.5384899549144,4.5712664554996865,0.3587970752313953,12.4,2.938409421499269,1.4403955903152177,1,0.9286143616230818,3
13,8,2952.355124273543,4.243899287519806,0.5057073559086405,7.169254358741304,2.9046326485871368,1.400431382075885,1,0.776925774699534,3
13,8,2965.644885149016,4.301303997446542,0.4895278128962675,-1.4,3.1048108685802283,1.3325615098771608,1,0.3104290197844394,3
3,8,2830.2890929570276,4.471873640691897,0.394841148444471,6.345334835153661,2.5668705876394307,1.2950011026734998,1,0.845576886414206,3
13,3,3096.020300948911,4.158653668517557,0.5220656513326759,12.4,2.775043279804509,1.552870507664608,1,0.814328109897497,3
1,3,2939.766807513021,4.184168122389857,0.4697124383942764,12.352342488346356,2.9072847577118432,1.552870507664608,1,0.054627065670572315,3
9,8,2922.6426970490616,4.274581888396627,0.39905476616700364,-1.232898767244033,2.6225413505368333,1.5197241265384067,1,0.18344142699410848,3
7,4,2731.303672076899,4.404389166916803,0.2376093684128546,7.246609738418406,2.9780070196731754,1.2950011026734998,1,0.4681906916167505,3
13,4,2791.406714970557,4.3766840260699835,0.3762837827349153,12.4,2.737806297588635,1.4586150226995167,1,0.6523582610599487,3
1,0,2900.1611615022653,4.394865841162897,0.3977618345950937,8.214047198791983,2.654854230992667,1.552870507664608,1,0.35072704288372825,3
7,4,2729.1123021532953,4.405319079112391,0.23507212217948356,6.470816035448172,3.010845308815652,1.3021914607962868,1,0.5938684483831301,3
3,5,2896.403720077582,3.981325779515889,0.5238863196341347,3.4273517362210937,2.3547204576013003,1.444042412281743,1,0.49016191503475,3
1,0,2891.6363195497324,4.529114373500559,0.423256663581821,7.877980020351932,2.7800068512284994,1.552870507664608,1,0.7877035660137712,3
